Username,Password,Account,ProfileId,ClientReferenceId,GivenName,MiddleName,FamilyName,MaidenName,GovernmentId(SSN),DateOfBirth,Gender,GovernmentId(DMV),State,ValidTo,ContactEmailAddress,ContactPhoneNumber,CurrentAddressCountry,CurrentAddressLine1,CurrentAddressLine2,CurrentAddressMunicipality,CurrentAddressRegion,CurrentAddressPostalCode,UDF1,UDF2,UDF3,ERRDES
,,,,886044,Gender Invalid three,,other than m f u ,,656589580,4/24/1987,Femal,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,8108109628,USA,2229 Lily Ave,,Upland,CA,91784,A,B,C,Gender must consist of only the characters M F and U or Male Female and Unknown.
,,,,886045,Gender Invalid four,,other than m f u ,,656589581,4/25/1987,fmal,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,8108109629,USA,1747 Pearl Street,Unit 305,Denver,CO,80203,A,B,C,Gender must consist of only the characters M F and U or Male Female and Unknown.
,,,b9lwbco,886046,Gender Invalid five,,other than m f u ,,656589582,4/26/1987,unknow,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,8108109630,USA,Flat 1222 1515 Cannon Parkway,Roanaoke,Fort Worth,TX,76262,A,B,C,Gender must consist of only the characters M F and U or Male Female and Unknown.
,,,,886047,Email test,,morethan eight,,656589599,5/13/1987,Male,485985628,CO,,Anand.UnnikrishnanAnandUnnikrishnanaqwAnandUnnikrishnanaqwAnandUnnikrishnanaqwAnandUnnikrishnanaqw@sterlingts.com,8108109647,USA,301 Tabb Smith Trail,,Yorktown,VA,23693,A,B,C,Contact Email Address must not exceed 80 characters.
,,,,886048,Email test,,invalid format,,656589600,5/14/1987,Female,485985628,CO,,Anand.Unnikrishnansterlingts.com,8108109648,USA,11 Parish Lane,,Willingboro,NJ,80046,A,B,C,Contact Email Address is not in a valid format
,,,,886049,Phone test,,invalid blank,,656589606,5/20/1987,FEMALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,,USA,9923 Avalon Way,,Fredericksburg,VA,22408,A,B,C,Contact Phone Number must have a value.
,,,,886050,Phone test,,invalid more than ten,,656589607,5/21/1987,UNKNOWN,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,78458985956,USA,202 Wandering Lane,,Beaver,WV,25813,A,B,C,Contact Phone Number must consist of only numbers in the format ##########.
,,,,886051,Phone test,,invalid first no one,,656589608,5/22/1987,mALe,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,1589478595,USA,924 Indiana Ave,,South Pasadena,CA,91030,A,B,C,Contact Phone Number must consist of only numbers in the format ##########.
,,,,886052,Phone test,,invalid first no zero,,656589609,5/23/1987,FeMale,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,458985986,USA,2071 Golden Park CT,,Louisville,KY,40218,A,B,C,Contact Phone Number must consist of only numbers in the format ##########.
,,,,886053,Phone test,,invalid fourth no one,,656589610,5/24/1987,UnKnoWn,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,4781458985,USA,550 Turner Wardell rd,,Mansfield,TX,76063,A,B,C,Contact Phone Number must consist of only numbers in the format ##########.
,,,b9lwbco,886054,Phone test,,invalid fourth no zero,,656589611,5/25/1987,MALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,7850489856,USA,916 E. Ogden Ave.,Apt. 209,Milwaukee,WI,53202,A,B,C,Contact Phone Number must consist of only numbers in the format ##########.
,,,b9lwbco,886055,Phone test,,invalid less than ten,,656589612,5/26/1987,FEMALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,785489569,USA,1904 W. Kilbourn Ave.,,Milwaukee,WI,53233,A,B,C,Contact Phone Number must consist of only numbers in the format ##########.
,,,b9lwbco,886056,Phone test,,invalid not in correct format,,656589613,5/27/1987,UNKNOWN,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,785-689-6500,USA,505 University Avenue,Apt. 105,Madison,WI,53703,A,B,C,Contact Phone Number must consist of only numbers in the format ##########.
,,,b9lwbco,886057,Country test,,invalid blank,,656589634,6/17/1987,UnKnoWn,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425621,,605 s barrington ave,apt 34,Los Angeles,CA,90049,A,B,C,Current Address Country must have a value.
,,,,886058,Country test,,invalid digit,,656589635,6/18/1987,MALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,123,5533 Hollywood Blvd. #236,,Los Angeles,CA,49331,A,B,C,Valid values for Current Address Country are: USA.
,,,,886059,Country test,,invalid more than three,,656589636,6/19/1987,FEMALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425621,testyuh,8179 Westmont Terrace Dr,,Lakeland,FL,33810,A,B,C,Current Address Country must not exceed 3 characters.;Valid values for Current Address Country are: USA.
,,,b9lwbco,886060,Country test,,invalid not usa,,656589637,6/20/1987,UNKNOWN,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,US,104 Elm Street,,Colonia,NJ,70067,A,B,C,Valid values for Current Address Country are: USA.
,,,b9lwbco,886061,Country test,,invalid not usa,,656589638,6/21/1987,mALe,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425621,1^*,1255 N Post Oak Rd,Apt 1228,Houston,TX,77055,A,B,C,Valid values for Current Address Country are: USA.
,,,,886062,adrresslineone test,,blank,,656589641,6/24/1987,MALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,USA,,,Jacksonville,FL,32224,A,B,C,Current Address Line 1 must have a value.
,,,,886063,adrresslineone test,,ls thn four,,656589642,6/25/1987,FEMALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425621,usa,s&1,,Cuyahoga Falls,OH,44221,A,B,C,Current Address Line 1 must consist of at least 4 characters.
,,,,886064,adrresslineone test,,grt hundred,,656589643,6/26/1987,UNKNOWN,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,USA,101 Death Start Lane 101 Death Start Lane 101 Death Start Lane 101 Death Start Lane 101 Death Start L,,Bowling Green,KY,42104,A,B,C,Current Address Line 1 must not exceed 100 characters.
,,,b9lwbco,886065,addlinetwo test,,invalid les than two,,656589647,6/30/1987,mALe,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,USA,41 Tara Dr,t,Sewell,NJ,80800,A,B,C,Current Address Line 2 must consist of at least 2 characters.
,,,,886066,addlinetwo test,,invalid grt thn hundred,,656589648,7/1/1987,FeMale,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425621,usa,34571 Lang Ave,101 Death Start Lane 101 Death Start Lane 101 Death Start Lane 101 Death Start Lane 101 Death Start L,Fremont,CA,94555,A,B,C,Current Address Line 2 must not exceed 100 characters.
,,,b9lwbco,886067,city test,,invalid blank,,656589650,7/3/1987,MALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425621,usa,2422 Guthrie court,,,CA,90034,A,B,C,Current Address Municipality must have a value.
,,,b9lwbco,886068,city test,,invalid less than two,,656589651,7/4/1987,FEMALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,USA,227 Cleek Springs Ct,,A,OH,45440,A,B,C,Current Address Municipality must consist of at least 2 characters.
,,,b9lwbco,886069,city test,,invalid more than thirty,,656589652,7/5/1987,UNKNOWN,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425621,usa,1446 Secretariat Drive,,Atlanta athyujuikonhgtyuhgbtyuh,AL,35080,A,B,C,Current Address Municipality must not exceed 30 characters.
,,,,886070,zipcd test,,invalid blank,,656589655,7/8/1987,Female,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,USA,27 Dale Drive,,Voorhees,NJ,,A,B,C,Current Address Postal Code must have a value.
,,,,886071,zipcd test,,invalid all zero,,656589656,7/9/1987,Unknown,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425621,usa,1117 Hunters Glen Cir,,Edmond,OK,0,A,B,C,Current Address Postal Code must consist of exactly 5 characters.;Current Address Postal Code must consist of exactly 5 numbers and cannot be 00000.
,,,,886072,zipcd test,,invalid greaterthnfive,,656589657,7/10/1987,mALe,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,USA,16 Dutton Place,,Glastonbury,CT,360040,A,B,C,Current Address Postal Code must consist of exactly 5 characters.;Current Address Postal Code must consist of exactly 5 numbers and cannot be 00000.
,,,,886073,zipcd test,,invalid lessthnfive,,656589658,7/11/1987,FeMale,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425621,usa,69 Panthorn Trail,,Southington,CT,5689,A,B,C,Current Address Postal Code must consist of exactly 5 characters.;Current Address Postal Code must consist of exactly 5 numbers and cannot be 00000.
,,,b9lwbco,886074,zipcd test,,invalid,,656589659,7/12/1987,UnKnoWn,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,USA,130 Olde Stage Rd,,Glastonbury,CT,te56$,A,B,C,Current Address Postal Code must consist of exactly 5 numbers and cannot be 00000.
,,,,886075,extracol test,,invalid grt thn fifty,,656589661,7/14/1987,FEMALE,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,9856425620,USA,3024 Panther Ridge Lane,,Lewisville,NC,27023,QWERTYUIOP 1234567890 !@#$%^&*() QWERTYUIOP 1234567,QWERTYUIOP 1234567890 !@#$%^&*() QWERTYUIOP 1234567,QWERTYUIOP 1234567890 !@#$%^&*() QWERTYUIOP 1234567,UDF1 must not exceed 50 characters.;UDF2 must not exceed 50 characters.;UDF3 must not exceed 50 characters.
,,,b9lwbco,886076,MVR order,,invalid license blank,,656589662,7/15/1987,UNKNOWN,,CA,,Anand.Unnikrishnan@sterlingts.com,9856425621,usa,3024 Panther Ridge Lane,overlook dr,dallas,TX,75227,A,B,C,GovernmentId(DMV) must have a value.
,,,b9lwbco,886077,MVR order,,Invalid lic state blank,,656589664,7/17/1987,UNKNOWN,G7858984,,,Anand.Unnikrishnan@sterlingts.com,9856425621,usa,3024 Panther Ridge Lane,overlook dr,dallas,TX,75227,A,B,C,GovernmentId(DMV) is invalid because State is not a valid state code for batch ordering.;State must have a value.
,,,b9lwbco,886078,MVR order,,Invalid lic state value invalid,,656589665,7/18/1987,FEMALE,G7858984,SU,,Anand.Unnikrishnan@sterlingts.com,9856425621,usa,3024 Panther Ridge Lane,overlook dr,dallas,TX,75227,A,B,C,GovernmentId(DMV) is invalid because State is not a valid state code for batch ordering.;State is not a valid state code for batch ordering.
,,,b9lwbco,886079,MVR CA,,Invalid one,,858974883,7/19/1987,M,G89500058,CA,,Anand.Unnikrishnan@sterlingts.com,8108109527,USA,101 Death Start Lane,Hardwell,Atlanta,CA,30356,A,B,C,GovernmentId(DMV) is not in the proper format for the state of CA
,,,b9lwbco,886080,MVR CA,,Invalid two,,858974884,1/26/1987,F,G858985,CA,,Anand.Unnikrishnan@sterlingts.com,8108109528,USA,101 Death Start Lane,Hardwell,Atlanta,CA,30357,A,B,C,GovernmentId(DMV) is not in the proper format for the state of CA
,,,b9lwbco,886081,MVR CA,,Invalid three,,858974885,1/27/1987,U,FG858958,CA,,Anand.Unnikrishnan@sterlingts.com,8108109529,USA,101 Death Start Lane,Hardwell,Atlanta,CA,30358,A,B,C,GovernmentId(DMV) is not in the proper format for the state of CA
,,,b9lwbco,886082,MVR CA,,Invalid four,,858974886,1/28/1987,M,g8587485,CA,,Anand.Unnikrishnan@sterlingts.com,8108109530,USA,101 Death Start Lane,Hardwell,Atlanta,CA,30359,A,B,C,GovernmentId(DMV) is not in the proper format for the state of CA
,,,b9lwbco,886083,MVR CA,,Invalid five,,858974887,1/29/1987,F,89589562,CA,,Anand.Unnikrishnan@sterlingts.com,8108109531,USA,101 Death Start Lane,Hardwell,Atlanta,CA,30360,A,B,C,GovernmentId(DMV) is not in the proper format for the state of CA
,,,bfjnvd4,test788985689test !@#$%^&*()_: test981212./'\~89te okt,clientrefid,grt thn fifty,Invalid one,,895850007,1/3/1987,U,485985628,CO,,Anand.Unnikrishnan@sterlingts.com,8108109505,USA,48 riverview trailer CT,,Union,MO,63084,A,B,C,ClientReferenceId must not exceed 50 characters.
